,postcode,num_streets,age,weekends,profitable,prediction
130,2021,1,70.0,4,1,1
131,2021,1,64.0,4,0,0
132,2021,1,66.0,4,0,0
133,2021,1,16.0,4,0,0
134,2021,1,63.0,4,0,0
135,2022,1,77.0,4,1,1
136,2022,1,69.0,4,1,1
137,2022,9,72.0,4,1,1
138,2022,1,73.0,4,1,1
139,2022,1,82.0,4,1,1
140,2022,1,48.0,4,1,1
141,2022,1,71.0,4,1,1
142,2022,1,83.0,4,0,0
143,2023,1,61.0,4,1,1
144,2023,9,75.0,4,0,0
145,2023,1,51.0,4,0,0
146,2024,9,53.0,4,1,1
147,2024,1,56.0,4,1,1
148,2024,1,73.0,4,1,1
149,2024,1,56.0,4,0,0
150,2024,9,28.0,4,0,0
151,2025,1,84.0,4,1,1
152,2025,1,87.0,4,1,1
153,2025,1,60.0,4,1,1
154,2025,9,16.0,4,1,1
155,2025,1,72.0,4,0,0
156,2026,9,74.0,4,1,1
157,2026,1,76.0,4,1,1
158,2026,1,62.0,4,1,1
159,2026,9,56.0,4,1,1
160,2026,1,65.0,4,1,1
161,2026,1,57.0,4,1,1
162,2026,1,63.0,4,1,1
163,2026,1,68.0,4,0,0
164,2026,1,65.0,4,0,0
165,2026,9,79.0,4,0,0
166,2026,9,78.0,4,0,0
167,2027,1,67.0,4,1,1
168,2027,1,86.0,4,1,1
169,2028,1,72.0,4,1,1
170,2028,1,83.0,4,1,1
171,2029,1,78.0,4,1,1
172,2029,1,64.0,4,1,1
173,2029,1,57.0,4,1,1
174,2029,1,68.0,4,1,1
175,2029,1,66.0,4,1,1
176,2029,9,82.0,4,0,0
177,2029,1,64.0,4,0,0
178,2029,1,45.0,4,0,0
179,2030,1,72.0,4,1,1
180,2030,1,72.0,4,1,1
181,2030,1,92.0,4,1,1
182,2030,1,57.0,4,1,1
183,2030,1,48.0,4,1,1
184,2030,1,72.0,4,1,1
185,2030,1,83.0,4,0,0
186,2030,1,60.0,4,0,0
187,2030,1,76.0,4,0,0
188,2030,1,85.0,4,0,0
189,2030,1,71.0,4,0,0
190,2031,1,70.0,4,1,1
191,2031,1,75.0,4,1,1
192,2031,1,55.0,4,1,1
193,2031,2,76.0,4,1,1
194,2031,1,52.0,4,1,1
195,2031,1,45.0,4,1,1
196,2031,1,54.0,4,1,1
197,2031,1,47.0,4,1,1
198,2031,1,47.0,4,1,1
199,2031,1,46.0,4,1,1
200,2031,1,75.0,4,1,1
201,2031,1,48.0,4,1,1
202,2031,2,58.0,4,0,0
203,2031,9,57.0,4,0,0
204,2031,1,77.0,4,0,0
205,2031,1,38.0,4,0,0
206,2031,1,48.0,4,0,0
207,2031,1,67.0,4,0,0
208,2032,1,60.0,4,1,1
209,2032,1,57.0,4,1,1
210,2032,1,58.0,4,1,1
211,2032,1,89.0,4,0,0
212,2032,9,61.0,4,0,0
213,2032,1,66.0,4,0,0
214,2032,1,72.0,4,0,0
215,2032,1,89.0,4,0,0
216,2032,9,40.0,4,0,0
217,2033,1,75.0,4,1,1
218,2033,1,66.0,4,1,1
219,2033,1,75.0,4,1,1
220,2033,1,52.0,4,1,1
221,2033,1,91.0,4,1,1
222,2033,1,66.0,4,1,1
223,2033,1,78.0,4,0,0
224,2034,1,66.0,4,1,1
225,2034,1,63.0,4,1,1
226,2034,9,74.0,4,1,1
227,2034,2,78.0,4,1,1
228,2034,1,78.0,4,0,0
229,2034,1,72.0,4,0,0
230,2034,1,74.0,4,0,0
231,2034,1,70.0,4,0,0
232,2034,1,53.0,4,0,0
233,2034,1,91.0,4,0,0
234,2035,2,87.0,4,1,1
235,2035,1,68.0,4,1,1
236,2035,1,63.0,4,1,1
237,2035,1,25.0,4,1,1
238,2035,1,71.0,4,1,1
239,2035,1,77.0,4,0,0
240,2035,9,62.0,4,0,0
241,2035,3,23.0,4,0,0
242,2035,1,61.0,4,0,0
243,2036,9,71.0,4,1,1
244,2036,1,68.0,4,1,1
245,2036,1,53.0,4,1,1
246,2036,1,54.0,4,1,1
247,2036,9,50.0,4,1,1
248,2036,1,69.0,4,1,1
249,2036,9,81.0,4,1,1
250,2036,9,64.0,4,0,0
251,2036,1,21.0,4,0,0
252,2036,9,50.0,4,0,0
253,2036,1,73.0,4,0,0
254,2036,9,65.0,4,0,0
255,2036,9,55.0,4,0,0
256,2036,1,49.0,4,0,0
257,2037,9,64.0,4,1,1
258,2037,1,64.0,4,1,1
259,2037,9,56.0,4,1,1
260,2037,1,66.0,4,1,1
261,2037,1,75.0,4,0,0
262,2038,1,67.0,4,1,1
263,2038,1,61.0,4,1,1
264,2038,2,87.0,4,1,1
265,2038,1,72.0,4,0,0
266,2038,1,50.0,4,0,0
267,2038,1,41.0,4,0,0
268,2038,1,66.0,4,0,0
269,2039,9,53.0,4,1,1
270,2039,1,75.0,4,1,1
271,2039,9,75.0,4,1,1
272,2039,10,66.0,4,1,1
273,2039,2,60.0,4,0,0
274,2040,2,57.0,4,1,1
275,2040,1,54.0,4,1,1
276,2040,2,72.0,4,1,1
277,2040,1,43.0,4,1,1
278,2040,1,70.0,4,1,0
279,2040,1,55.0,4,1,1
280,2040,1,68.0,4,0,0
281,2040,9,57.0,4,0,0
282,2040,1,70.0,4,0,0
283,2041,1,61.0,4,1,1
284,2041,9,71.0,4,1,1
285,2041,1,68.0,4,1,1
286,2041,9,74.0,4,1,1
287,2041,1,54.0,4,1,1
288,2041,1,69.0,4,1,1
289,2041,9,64.0,4,1,1
290,2041,2,66.0,4,1,1
291,2041,1,70.0,4,1,1
292,2041,2,54.0,4,1,1
293,2041,1,64.0,4,1,1
294,2041,1,51.0,4,1,1
295,2041,1,76.0,4,0,0
296,2041,1,59.0,4,0,0
297,2041,1,77.0,4,0,0
298,2041,9,90.0,4,0,0
299,2041,2,46.0,4,0,0
300,2042,1,48.0,4,1,1
301,2042,1,49.0,4,1,1
302,2042,9,52.0,4,1,1
303,2042,1,67.0,4,1,1
304,2042,9,60.0,4,0,0
305,2042,1,73.0,4,0,0
306,2042,1,54.0,4,0,0
307,2042,1,71.0,4,0,0
308,2043,3,58.0,4,0,0
309,2043,1,79.0,4,0,0
310,2044,1,66.0,4,1,1
311,2044,1,53.0,4,1,1
312,2044,1,51.0,4,1,1
313,2044,1,55.0,4,0,0
314,2044,1,63.0,4,0,0
315,2044,1,63.0,4,0,0
316,2044,1,57.0,4,0,0
317,2045,1,69.0,4,1,1
318,2045,1,77.0,4,1,1
319,2045,1,49.0,4,1,1
320,2045,1,52.0,4,1,1
321,2045,1,67.0,4,1,1
322,2045,1,77.0,4,0,0
323,2045,9,18.0,4,0,0
324,2045,1,26.0,4,0,0
325,2045,1,82.0,4,0,0
326,2045,1,26.0,4,0,0
327,2046,1,60.0,4,1,1
328,2046,1,69.0,4,1,1
329,2046,1,75.0,4,1,1
330,2046,9,67.0,4,1,1
331,2046,1,81.0,4,1,1
332,2046,1,80.0,4,1,1
333,2046,1,65.0,4,1,1
334,2046,1,75.0,4,1,1
335,2046,1,71.0,4,1,1
336,2046,2,66.0,4,1,1
337,2046,1,74.0,4,1,0
338,2046,2,51.0,4,1,1
339,2046,1,56.0,4,1,1
340,2046,1,61.0,4,1,1
341,2046,1,69.0,4,1,1
342,2046,1,76.0,4,1,1
343,2046,1,56.0,4,0,0
344,2046,1,74.0,4,0,0
345,2046,1,74.0,4,0,0
346,2046,3,62.0,4,0,0
347,2046,1,70.0,4,0,0
348,2046,1,53.0,4,0,0
349,2046,1,76.0,4,0,0
350,2046,9,40.0,4,0,0
351,2046,9,17.0,4,0,0
352,2046,10,40.0,4,0,0
353,2046,1,18.0,4,0,0
354,2047,9,20.0,4,1,1
355,2047,1,54.0,4,0,0
356,2047,1,27.0,4,0,0
357,2047,1,70.0,4,0,0
358,2047,9,36.0,4,0,0
359,2047,1,45.0,4,0,0
360,2048,1,61.0,4,1,1
361,2048,1,70.0,4,1,1
362,2049,1,71.0,4,1,1
363,2049,1,67.0,4,1,1
364,2049,1,50.0,4,1,1
365,2049,1,64.0,4,1,1
366,2049,1,83.0,4,1,1
367,2049,1,62.0,4,1,1
368,2050,9,45.0,4,1,1
369,2050,1,76.0,4,0,0
370,2060,1,71.0,4,1,1
371,2060,1,58.0,4,1,1
372,2060,1,66.0,4,1,1
373,2060,1,58.0,4,1,1
374,2062,9,65.0,4,1,1
375,2062,1,56.0,4,1,1
376,2062,9,55.0,4,0,0
377,2063,2,72.0,4,1,1
378,2063,2,64.0,4,1,1
379,2063,1,77.0,4,1,1
380,2063,1,74.0,4,1,1
381,2063,1,69.0,4,1,1
382,2063,1,62.0,4,1,1
383,2063,1,62.0,4,1,1
384,2063,1,62.0,4,1,1
385,2063,1,79.0,4,1,1
386,2063,9,71.0,4,1,1
387,2063,1,68.0,4,0,0
388,2063,1,62.0,4,0,1
389,2064,1,83.0,4,1,1
390,2064,1,53.0,4,1,1
391,2064,1,72.0,4,1,1
392,2064,1,72.0,4,1,1
393,2064,1,50.0,4,1,1
394,2064,1,18.0,4,0,0
395,2064,1,72.0,4,0,1
396,2065,1,74.0,4,1,1
397,2065,1,92.0,4,1,1
398,2065,1,71.0,4,1,1
399,2065,1,50.0,4,1,1
400,2065,1,64.0,4,1,1
401,2065,9,47.0,4,1,1
402,2065,1,62.0,4,1,1
403,2065,1,46.0,4,1,1
404,2065,1,70.0,4,0,0
405,2065,1,64.0,4,0,1
406,2065,9,57.0,4,0,0
407,2065,9,60.0,4,0,0
408,2065,1,39.0,4,0,0
409,2065,1,72.0,4,0,0
410,2065,1,72.0,4,0,0
411,2066,1,78.0,4,1,1
412,2066,1,73.0,4,1,1
413,2066,1,73.0,4,1,1
414,2066,9,75.0,4,1,1
415,2066,1,68.0,4,1,1
416,2066,1,68.0,4,1,1
417,2066,10,59.0,4,1,1
418,2066,1,78.0,4,1,1
419,2066,1,70.0,4,1,1
420,2066,9,52.0,4,1,1
421,2066,1,47.0,4,1,1
422,2066,1,88.0,4,1,1
423,2066,10,75.0,4,1,1
424,2066,1,66.0,4,1,1
425,2066,1,74.0,4,1,1
426,2066,1,35.0,4,1,1
427,2066,1,61.0,4,1,1
428,2066,1,68.0,4,0,0
429,2066,1,87.0,4,0,0
430,2066,1,43.0,4,0,0
431,2066,9,49.0,4,0,0
432,2066,1,20.0,4,0,0
433,2066,1,57.0,4,0,0
434,2066,1,34.0,4,0,0
435,2067,1,79.0,4,1,1
436,2067,1,77.0,4,1,1
437,2067,9,69.0,4,1,1
438,2067,9,63.0,4,1,1
439,2067,9,52.0,4,1,1
440,2067,9,55.0,4,0,0
441,2068,1,80.0,4,1,1
442,2068,2,73.0,4,1,1
443,2068,1,47.0,4,1,1
444,2068,1,74.0,4,1,1
445,2068,1,82.0,4,1,1
446,2068,9,62.0,4,1,1
447,2068,1,75.0,4,1,1
448,2068,1,74.0,4,1,1
449,2068,1,58.0,4,1,1
450,2068,1,68.0,4,1,1
451,2068,1,57.0,4,1,1
452,2068,1,69.0,4,1,1
453,2068,1,48.0,4,0,0
454,2068,1,17.0,4,0,0
455,2068,9,69.0,4,0,0
456,2068,1,73.0,4,0,0
457,2068,1,45.0,4,0,0
458,2068,9,61.0,4,0,0
459,2068,1,54.0,4,0,0
460,2068,9,46.0,4,0,0
461,2069,1,61.0,4,1,1
462,2069,1,51.0,4,1,1
463,2069,1,67.0,4,1,1
464,2069,1,70.0,4,1,1
465,2069,1,79.0,4,1,1
466,2069,1,66.0,4,1,1
467,2069,2,70.0,4,1,1
468,2069,3,57.0,4,1,1
469,2069,11,43.0,4,1,1
470,2069,1,45.0,4,1,1
471,2069,1,56.0,4,0,0
472,2069,9,60.0,4,0,0
473,2069,1,69.0,4,0,0
474,2070,1,40.0,4,1,1
475,2070,1,74.0,4,1,1
476,2070,1,49.0,4,1,1
477,2070,1,71.0,4,1,1
478,2070,1,47.0,4,1,1
479,2070,1,47.0,4,1,1
480,2070,1,75.0,4,1,1
481,2070,1,72.0,4,1,1
482,2070,1,64.0,4,1,1
483,2070,1,74.0,4,1,1
484,2070,1,25.0,4,1,1
485,2070,1,57.0,4,0,0
486,2070,10,59.0,4,0,0
487,2070,1,67.0,4,0,0
488,2070,9,61.0,4,0,0
489,2070,1,79.0,4,0,0
490,2070,9,54.0,4,0,0
491,2070,1,84.0,4,0,0
492,2070,1,18.0,4,0,0
493,2071,1,63.0,4,1,1
494,2071,1,78.0,4,1,1
495,2071,1,76.0,4,1,1
496,2071,1,53.0,4,1,1
497,2071,9,76.0,4,1,1
498,2071,1,72.0,4,1,1
499,2071,1,72.0,4,1,1
500,2071,1,68.0,4,1,1
501,2071,9,80.0,4,1,1
502,2071,1,69.0,4,1,1
503,2071,1,55.0,4,1,1
504,2071,9,0.0,4,1,1
505,2071,9,66.0,4,0,0
506,2071,10,73.0,4,0,0
507,2072,1,78.0,4,1,1
508,2072,1,86.0,4,1,1
509,2072,10,23.0,4,1,1
510,2072,1,65.0,4,1,1
511,2072,1,71.0,4,0,0
512,2072,1,79.0,4,0,0
513,2072,1,20.0,4,0,0
514,2073,1,68.0,4,1,1
515,2073,1,85.0,4,1,1
516,2073,1,57.0,4,1,1
517,2073,1,0.0,4,1,1
518,2073,1,72.0,4,1,1
519,2073,1,65.0,4,1,1
520,2073,1,80.0,4,1,1
521,2073,1,57.0,4,1,1
522,2073,1,67.0,4,1,1
523,2073,1,57.0,4,1,1
524,2073,10,65.0,4,1,1
525,2073,9,79.0,4,1,1
526,2073,1,76.0,4,1,1
527,2073,3,71.0,4,1,1
528,2073,1,69.0,4,1,1
529,2073,10,56.0,4,0,0
530,2073,1,66.0,4,0,0
531,2073,1,41.0,4,0,0
532,2073,9,64.0,4,0,0
533,2073,1,75.0,4,0,0
534,2073,1,71.0,4,0,0
535,2073,9,44.0,4,0,0
536,2073,9,48.0,4,0,0
537,2074,9,83.0,4,1,1
538,2074,9,67.0,4,1,1
539,2074,1,85.0,4,1,1
540,2074,9,79.0,4,1,1
541,2074,10,64.0,4,1,1
542,2074,1,66.0,4,1,1
543,2074,1,76.0,4,1,1
544,2074,1,70.0,4,1,1
545,2074,1,67.0,4,1,1
546,2074,1,53.0,4,1,1
547,2074,1,50.0,4,1,1
548,2074,1,74.0,4,1,1
549,2074,1,79.0,4,1,1
550,2074,1,73.0,4,1,1
551,2074,5,48.0,4,1,1
552,2074,1,78.0,4,1,1
553,2074,10,40.0,4,1,1
554,2074,1,40.0,4,1,1
555,2074,3,86.0,4,1,1
556,2074,1,66.0,4,1,1
557,2074,2,80.0,4,1,1
558,2074,1,56.0,4,1,1
559,2074,1,80.0,4,0,0
560,2074,1,68.0,4,0,0
561,2074,1,64.0,4,0,0
562,2074,1,87.0,4,0,0
563,2074,9,54.0,4,0,0
564,2074,10,42.0,4,0,0
565,2074,1,69.0,4,0,0
566,2074,1,63.0,4,0,0
567,2075,2,66.0,4,1,1
568,2075,1,72.0,4,1,1
569,2075,9,74.0,4,1,1
570,2075,2,51.0,4,1,1
571,2075,3,57.0,4,1,1
572,2075,1,44.0,4,1,1
573,2075,1,44.0,4,1,1
574,2075,9,69.0,4,1,1
575,2075,2,76.0,4,1,1
576,2075,1,51.0,4,1,1
577,2075,1,43.0,4,1,1
578,2075,1,77.0,4,1,1
579,2075,1,57.0,4,1,1
580,2075,1,53.0,4,1,1
581,2075,1,62.0,4,1,1
582,2075,1,82.0,4,1,1
583,2075,1,78.0,4,1,1
584,2075,2,71.0,4,1,1
585,2075,1,57.0,4,1,1
586,2075,1,82.0,4,0,0
587,2075,1,63.0,4,0,0
588,2075,1,48.0,4,0,0
589,2075,2,19.0,4,0,0
590,2075,1,51.0,4,0,0
591,2075,1,44.0,4,0,1
592,2076,1,76.0,4,1,1
593,2076,1,79.0,4,1,1
594,2076,1,74.0,4,1,1
595,2076,2,77.0,4,1,1
596,2076,9,69.0,4,1,1
597,2076,1,71.0,4,1,1
598,2076,1,66.0,4,1,1
599,2076,3,68.0,4,1,1
600,2076,1,56.0,4,1,1
601,2076,9,79.0,4,1,1
602,2076,9,75.0,4,1,1
603,2076,2,58.0,4,0,0
604,2076,1,35.0,4,0,0
605,2076,1,47.0,4,0,0
606,2076,9,67.0,4,0,0
607,2076,2,80.0,4,0,0
608,2076,1,72.0,4,0,0
609,2076,1,77.0,4,0,0
610,2076,1,19.0,4,0,0
611,2076,1,22.0,4,0,0
612,2076,1,49.0,4,0,0
613,2076,1,93.0,4,0,0
614,2077,1,89.0,4,1,1
615,2077,2,67.0,4,1,1
616,2077,9,51.0,4,1,1
617,2077,1,75.0,4,1,1
618,2077,1,65.0,4,1,0
619,2077,1,57.0,4,1,1
620,2077,9,82.0,4,1,1
621,2077,1,77.0,4,1,1
622,2077,1,66.0,4,1,1
623,2077,9,63.0,4,1,1
624,2077,1,85.0,4,1,1
625,2077,9,36.0,4,1,1
626,2077,1,63.0,4,1,1
627,2077,1,19.0,4,1,1
628,2077,1,71.0,4,1,1
629,2077,1,43.0,4,1,1
630,2077,9,63.0,4,1,1
631,2077,9,71.0,4,0,0
632,2077,1,73.0,4,0,0
633,2077,1,70.0,4,0,0
634,2077,1,60.0,4,0,0
635,2077,1,55.0,4,0,0
636,2077,1,40.0,4,0,0
637,2077,2,70.0,4,0,0
638,2077,2,43.0,4,0,0
639,2077,2,18.0,4,0,0
640,2077,1,64.0,4,0,0
641,2077,1,39.0,4,0,0
642,2077,1,65.0,4,0,0
643,2079,1,71.0,4,1,1
644,2079,1,52.0,4,1,1
645,2079,2,55.0,4,1,1
646,2079,1,77.0,4,1,1
647,2079,1,65.0,4,1,1
648,2079,1,65.0,4,0,1
649,2079,2,69.0,4,0,0
650,2079,1,38.0,4,0,0
651,2079,1,77.0,4,0,0
652,2079,1,49.0,4,0,0
653,2080,3,66.0,4,1,1
654,2080,1,44.0,4,1,1
655,2080,1,67.0,4,1,1
656,2080,2,65.0,4,1,1
657,2080,1,59.0,4,0,0
658,2080,9,74.0,4,0,0
659,2081,12,46.0,4,1,1
660,2081,3,67.0,4,1,1
661,2081,1,77.0,4,1,1
662,2081,1,56.0,4,0,0
663,2081,1,54.0,4,0,0
664,2081,1,22.0,4,0,0
665,2082,4,77.0,4,1,1
666,2082,1,73.0,4,1,1
667,2082,1,79.0,4,1,1
668,2082,1,43.0,4,1,1
669,2082,2,32.0,4,0,0
670,2082,1,23.0,4,0,0
671,2082,1,67.0,4,0,0
672,2083,2,65.0,4,1,1
673,2083,9,75.0,4,1,1
674,2083,1,70.0,4,1,1
675,2084,1,58.0,4,1,1
676,2084,9,40.0,4,0,0
677,2084,4,55.0,4,0,0
678,2085,1,70.0,4,1,1
679,2085,2,57.0,4,1,1
680,2085,1,78.0,4,1,1
681,2085,2,71.0,4,1,1
682,2085,1,71.0,4,1,1
683,2085,1,72.0,4,1,1
684,2085,1,65.0,4,1,1
685,2085,1,73.0,4,1,1
686,2085,1,68.0,4,1,1
687,2085,1,88.0,4,1,1
688,2085,1,22.0,4,0,0
689,2085,1,57.0,4,0,0
690,2085,1,62.0,4,0,0
691,2085,1,47.0,4,0,0
692,2086,2,55.0,4,1,1
693,2086,1,67.0,4,1,1
694,2086,1,59.0,4,1,1
695,2086,1,72.0,4,1,1
696,2086,1,79.0,4,1,1
697,2086,1,72.0,4,1,1
698,2086,1,78.0,4,1,1
699,2086,1,78.0,4,1,1
700,2086,9,75.0,4,1,1
701,2086,1,64.0,4,1,1
702,2086,2,63.0,4,1,1
703,2086,1,81.0,4,1,1
704,2086,1,43.0,4,0,0
705,2086,9,79.0,4,0,0
706,2086,2,47.0,4,0,0
707,2086,10,64.0,4,0,0
708,2086,1,52.0,4,0,0
709,2087,3,66.0,4,1,1
710,2087,9,79.0,4,1,1
711,2087,1,79.0,4,1,1
712,2087,2,85.0,4,1,1
713,2087,1,55.0,4,1,1
714,2087,1,72.0,4,1,1
715,2087,2,58.0,4,1,1
716,2087,1,78.0,4,1,1
717,2087,1,19.0,4,1,1
718,2087,1,75.0,4,1,1
719,2087,1,83.0,4,1,1
720,2087,1,68.0,4,0,0
721,2087,1,38.0,4,0,0
722,2087,1,69.0,4,0,0
723,2087,1,80.0,4,0,0
724,2087,1,71.0,4,0,0
725,2087,1,45.0,4,0,0
726,2087,1,51.0,4,0,0
727,2087,1,36.0,4,0,0
728,2088,1,63.0,4,1,1
729,2088,1,49.0,4,1,1
730,2088,1,85.0,4,1,1
731,2088,1,72.0,4,1,1
732,2088,9,75.0,4,1,1
733,2088,1,54.0,4,1,1
734,2088,9,67.0,4,1,1
735,2088,1,71.0,4,1,1
736,2088,9,73.0,4,1,1
737,2088,1,84.0,4,1,1
738,2088,1,78.0,4,1,1
739,2088,1,48.0,4,1,1
740,2088,1,70.0,4,1,1
741,2088,1,68.0,4,1,1
742,2088,9,68.0,4,1,1
743,2088,1,70.0,4,1,1
744,2088,9,79.0,4,0,0
745,2088,1,53.0,4,0,0
746,2088,9,72.0,4,0,0
747,2088,9,61.0,4,0,0
748,2088,1,67.0,4,0,0
749,2088,1,76.0,4,0,0
750,2088,2,69.0,4,0,0
751,2089,1,53.0,4,1,1
752,2089,1,53.0,4,1,1
753,2089,1,56.0,4,1,1
754,2089,1,68.0,4,0,0
755,2090,1,69.0,4,1,1
756,2090,1,73.0,4,1,1
757,2090,9,67.0,4,1,1
758,2090,9,37.0,4,1,1
759,2090,2,68.0,4,1,1
760,2090,1,69.0,4,1,1
761,2090,1,92.0,4,0,0
762,2090,9,54.0,4,0,0
763,2090,1,70.0,4,0,0
764,2090,1,76.0,4,0,0
765,2090,1,92.0,4,0,0
766,2092,1,66.0,4,1,1
767,2092,1,71.0,4,1,1
768,2092,9,56.0,4,1,1
769,2092,1,58.0,4,1,1
770,2092,1,56.0,4,1,1
771,2092,10,61.0,4,1,1
772,2092,9,64.0,4,1,1
773,2092,1,71.0,4,1,1
774,2092,1,83.0,4,1,1
775,2092,9,69.0,4,0,0
776,2093,9,59.0,4,1,1
777,2093,2,73.0,4,1,1
778,2093,1,58.0,4,1,1
779,2093,1,74.0,4,1,1
780,2093,2,54.0,4,1,1
781,2093,9,67.0,4,1,1
782,2093,2,55.0,4,1,1
783,2093,1,73.0,4,1,1
784,2093,9,45.0,4,1,1
785,2093,2,25.0,4,1,1
786,2093,1,61.0,4,1,1
787,2093,1,68.0,4,1,1
788,2093,1,80.0,4,1,1
789,2093,1,62.0,4,1,1
790,2093,1,45.0,4,1,1
791,2093,1,51.0,4,0,0
792,2093,9,57.0,4,0,0
793,2093,1,66.0,4,0,0
794,2093,10,57.0,4,0,0
795,2093,1,79.0,4,0,0
796,2093,2,76.0,4,0,0
797,2094,1,65.0,4,1,1
798,2094,1,73.0,4,1,1
799,2094,9,42.0,4,1,1
800,2094,1,69.0,4,1,1
801,2094,1,60.0,4,0,0
802,2094,1,62.0,4,0,0
803,2094,1,16.0,4,0,0
804,2095,1,79.0,4,1,1
805,2095,9,78.0,4,1,1
806,2095,1,79.0,4,1,1
807,2095,9,21.0,4,1,1
808,2095,1,45.0,4,1,1
809,2095,1,65.0,4,0,0
810,2095,1,63.0,4,0,0
811,2096,1,85.0,4,1,1
812,2096,1,71.0,4,1,1
813,2096,9,61.0,4,1,1
814,2096,1,67.0,4,1,1
815,2096,1,66.0,4,0,0
816,2096,1,69.0,4,0,0
817,2096,1,44.0,4,0,0
818,2097,1,79.0,4,1,1
819,2097,1,58.0,4,1,1
820,2097,1,73.0,4,1,1
821,2097,1,69.0,4,1,1
822,2097,1,58.0,4,1,1
823,2097,1,45.0,4,1,1
824,2097,1,52.0,4,1,1
825,2097,1,64.0,4,1,1
