postcode,Number of individuals,"Taxable income or loss3 no.","Taxable income or loss3 $","Gross tax no.","Gross tax $","Medicare levy no.","Medicare levy $","Medicare levy surcharge no.","Medicare levy surcharge $","Net tax no.","Net tax $","HELP assessment debt no.","HELP assessment debt $","Salary or wages no.","Salary or wages $","Allowances earnings tips directors fees etc no.","Allowances earnings tips directors fees etc $","Employer lump sum payments amount A no.","Employer lump sum payments amount A $","Employment termination payments taxable component no.","Employment termination payments taxable component $","Australian government allowances and payments no.","Australian government allowances and payments $","Australian government pensions and allowances no.","Australian government pensions and allowances $","Australian annuities and superannuation income streams taxable component taxed element no.","Australian annuities and superannuation income streams taxable component taxed element $","Australian annuities and superannuation income streams taxable component untaxed element no.","Australian annuities and superannuation income streams taxable component untaxed element $","Gross interest no.","Gross interest $","Dividends unfranked no.","Dividends unfranked $","Dividends franked no.","Dividends franked $","Dividends franking credit no.","Dividends franking credit $","Total Income or Loss3 no.","Total Income or Loss3 $","Total work related car expenses no.","Total work related car expenses $","Work related travel expenses no.","Work related travel expenses $","Total work related uniform/clothing expenses no.","Total work related uniform/clothing expenses $","Total work related self education expenses no.","Total work related self education expenses $","Other work related expenses no.","Other work related expenses $","Low value pool deduction no.","Low value pool deduction $","Interest deductions no.","Interest deductions $","Dividend deductions no.","Dividend deductions $","Gifts or donations no.","Gifts or donations $","Cost of managing tax affairs no.","Cost of managing tax affairs $","Total deductions3 no.","Total deductions3 $","Total reportable fringe benefits amount no.","Total reportable fringe benefits amount $","Reportable employer superannuation contributions no.","Reportable employer superannuation contributions $","Net primary production distribution no.","Net primary production distribution $","Net non primary production distribution no.","Net non primary production distribution $","Share of franking credit from franked dividends no.","Share of franking credit from franked dividends $","Net PSI transferred no.","Net PSI transferred $","Deferred non-commercial business losses primary production deferred losses no.","Deferred non-commercial business losses primary production deferred losses $","Deferred non-commercial business losses non primary production deferred losses no.","Deferred non-commercial business losses non primary production deferred losses $","Capital gains net capital gain no.","Capital gains net capital gain $","Estimated tax on net capital gains no.","Estimated tax on net capital gains $","Capital gains total current year capital gains no.","Capital gains total current year capital gains $","Capital gains net capital losses carrier forward no.","Capital gains net capital losses carrier forward $","Foreign source income assessable foreign source income no.","Foreign source income assessable foreign source income $",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset no.","Foreign source income foreign income tax offset $","Gross rent no.","Gross rent $","Rent interest deductions no.","Rent interest deductions $","Rent capital works deductions no.","Rent capital works deductions $","Rent other rental deductions no.","Rent other rental deductions $",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3 no.","Net rent3 $","Other income category 1 no.","Other income category 1 $","Other income category 2 no.","Other income category 2 $","Personal superannuation contributions no.","Personal superannuation contributions $","Other deductions no.","Other deductions $","Total business income3 no.","Total business income3 $","Total business expenses3 no.","Total business expenses3 $","Net income or loss from business no.","Net income or loss from business $","Estimated business net tax no.","Estimated business net tax $","Australian superannuation income stream tax offset no.","Australian superannuation income stream tax offset $","Net medical expenses over the threshold amount tax offset no.","Net medical expenses over the threshold amount tax offset $","Low income tax offset no.","Low income tax offset $","Mature age worker tax offset no.","Mature age worker tax offset $","Termination payment tax offset no.","Termination payment tax offset $"
5650,59,59,3885733,59,834679,56,57046,2,4700,59,784179,0,0,26,781949,4,1538,0,0,0,0,4,14714,0,0,2,8048,2,55175,47,215086,15,998,26,361009,26,154711,59,4306850,6,14131,1,1308,17,4194,1,747,15,6477,0,0,6,1102,2,790,9,4980,14,3277,42,421117,2,22853,3,80639,37,2102546,39,300317,9,4088,0,0,0,0,1,2454,8,2895,8,429,8,7522,1,1773,8,993,8,993,6,248,6,72820,6,26366,1,3151,6,41061,3,15450,3,-13208,6,2242,6,233,2,364,16,379950,3,4116,5,1149416,5,1057496,5,91578,3,22654,2,2323,1,1844,37,12239,8,3336,0,0
5651,83,83,7077513,83,1773868,80,105059,0,0,83,1695076,3,10288,22,1063568,4,16949,0,0,0,0,0,0,0,0,1,27845,0,0,69,378314,15,9793,36,251997,36,107989,83,7797099,7,18330,6,20108,15,3041,0,0,11,13485,1,329,1,2000,10,11707,16,9464,28,10106,67,719586,0,0,6,98458,61,5203739,52,707477,16,12864,1,6889,0,0,0,0,14,87936,14,17459,20,221881,16,121105,9,885,9,885,9,109,14,125069,11,72393,4,9175,14,78206,3,5333,11,-40038,14,-34705,23,16824,1,2261,24,605725,4,25291,5,1476164,5,600431,5,861738,5,154835,1,4176,0,0,45,11300,5,2020,0,0
5652,348,348,21411344,348,4356683,334,310204,5,6794,348,4391725,6,31475,255,12250484,53,58377,1,288,0,0,11,51264,3,22698,8,121265,0,0,245,593396,38,14097,73,814432,73,348792,348,22803782,90,218263,27,52978,196,54270,11,17750,175,166095,6,11474,3,16059,7,45157,70,18548,153,54819,295,1344472,24,361143,36,516926,87,5042337,121,3143816,39,302309,1,19598,1,3030,6,20074,20,394820,19,100208,33,898768,42,462863,15,16263,14,3142,11,398,46,394775,35,201287,12,22690,47,281120,18,61175,29,-171497,47,-110322,36,82671,0,0,33,637448,30,51611,39,2457000,34,1688851,40,769142,34,100109,8,18190,4,2830,244,77965,62,24636,2,10
5654,82,82,5059563,82,1016566,79,73700,6,4917,82,943529,4,11424,58,2586256,15,9651,1,8480,0,0,4,24801,4,43786,0,0,0,0,62,123719,17,1530,25,127480,25,54627,82,5396772,25,51880,4,3087,38,7459,3,2915,32,30848,0,0,0,0,3,10081,18,5714,32,7554,70,298073,2,29948,4,74407,24,2124015,27,316739,2,531,0,0,1,2138,1,2531,3,7201,3,918,5,331804,17,110106,3,13999,3,13999,2,38,11,119101,10,46817,6,9546,11,59750,4,17797,7,-14809,11,2988,6,3163,1,924,9,167000,8,11535,10,916131,9,590516,11,325615,8,48930,0,0,0,0,58,17861,14,6201,2,7166
5655,45,45,2281491,45,415945,39,30776,2,2670,45,411180,0,0,32,1029555,6,17320,0,0,0,0,1,4277,2,30340,1,4155,0,0,34,147154,4,35730,16,195126,16,83623,45,2525811,12,47116,2,540,20,5732,1,1263,17,15199,0,0,1,4949,1,1502,7,4329,14,4949,36,244320,1,4686,3,64800,16,586901,16,36509,8,309,0,0,0,0,0,0,5,57539,5,14750,5,114966,9,32028,3,128,3,128,4,16,5,66389,4,35306,0,0,5,36650,3,9936,2,-15503,5,-5567,2,457,2,3261,6,143958,6,14783,4,155420,4,41259,4,114161,4,19916,0,0,0,0,33,12396,8,4000,0,0
5661,72,72,3877319,72,710359,66,54406,2,2625,72,726741,2,8935,50,2428763,12,6189,0,0,0,0,3,16831,1,1054,0,0,0,0,48,124424,9,3591,18,117892,18,50518,72,4139932,24,70202,5,13485,41,10893,0,0,32,42658,0,0,1,4999,1,157,6,2857,27,7120,56,260529,0,0,1,38913,22,1216498,24,369035,3,3033,0,0,0,0,1,70288,3,42733,3,9267,6,86725,9,314637,0,0,0,0,0,0,13,135046,10,36679,5,10670,13,63856,10,36483,3,-12642,13,23841,7,1007,0,0,4,103664,4,4494,10,1044926,9,1268870,11,-294232,7,21616,0,0,0,0,51,17147,11,3966,0,0
5670,172,172,10060853,172,1936506,167,147112,3,8173,172,1978391,5,17334,128,6572342,30,46956,2,18556,0,0,8,55688,4,15002,3,28822,1,50084,81,258908,15,2438,30,609133,30,261049,172,10737768,54,151725,13,18826,103,32592,7,7760,87,97944,2,510,8,12372,2,5135,49,14316,69,19049,148,676200,20,286098,15,121859,26,945328,46,1590465,13,96831,1,103886,1,3776,3,6710,4,42025,4,11818,4,106477,11,236075,5,12823,4,9358,3,25,22,233482,14,116059,14,35487,22,144687,7,34597,15,-97348,22,-62751,7,4329,3,32345,11,299048,10,16923,23,956733,21,674388,23,275248,22,20583,4,9331,2,795,129,40586,29,12116,3,923
5671,75,75,6524008,75,1604997,72,95931,9,14194,75,1551536,3,9212,49,2092652,8,26529,1,10223,3,31602,0,0,0,0,1,8157,1,129561,54,270170,20,7853,31,218988,31,93848,75,7127487,26,89958,6,10109,33,10083,2,6564,31,49128,2,35,6,7897,5,3071,15,4007,29,12355,67,603478,1,6604,7,195388,37,4114422,44,437438,19,18715,0,0,0,0,0,0,3,4564,3,252,9,400844,14,140326,11,4999,11,4999,8,217,13,109130,11,38664,4,4286,12,52458,5,27517,7,-13795,12,13722,8,2233,3,12986,12,390000,11,20271,7,184840,4,97590,7,87250,6,24003,2,14179,1,206,35,10142,10,4684,3,590
5680,900,900,53116685,900,10451698,853,764262,32,53202,900,10470781,17,55170,675,34548667,144,258670,18,371568,9,81501,39,211129,16,176827,9,83821,11,290565,532,1415758,108,123686,216,1459172,216,625303,900,56131727,219,585238,82,178796,553,153181,18,23964,411,366647,6,2597,8,2048,13,23404,171,173305,376,127065,742,2730129,48,781897,79,951914,163,7021698,249,5581237,53,174949,1,196383,4,96934,6,18599,31,470563,31,72942,48,2113442,81,973895,31,243455,27,3955,26,902,165,1639185,134,826601,50,62606,165,888772,65,337558,103,-476352,168,-138794,54,107353,12,90182,48,962069,72,131811,101,7071313,97,4237543,102,2801716,90,536126,15,27502,5,2655,634,214774,146,65853,25,111303
5690,1640,1640,97664244,1640,18987693,1584,1413101,82,100534,1640,19115706,51,146614,1410,75410632,353,749847,13,128804,28,111809,132,615994,38,305447,8,79140,14,501521,911,1918911,120,32741,277,2323803,274,995814,1640,103048961,635,1285633,154,212383,1222,310070,46,64029,1157,867959,6,1686,18,25396,32,76635,361,111288,919,286509,1518,5273344,118,2017916,114,1130657,171,10011998,250,5084632,50,80120,5,159967,12,328929,6,80837,52,410355,52,91151,68,1092187,125,1200747,39,135202,35,35740,34,1521,246,2984337,196,1653697,59,136710,246,1675349,81,428160,165,-909579,246,-481419,116,95970,16,53998,82,1887425,93,136942,132,16512304,130,11064526,135,5235697,116,1157873,19,51844,11,14011,1124,357880,200,84562,52,115466
5700,4475,4475,280971955,4475,56647572,4279,4018563,160,185763,4475,57320299,144,462913,4156,256876304,766,1480245,83,1588436,82,963659,357,1623874,160,1244747,47,370288,127,4028849,2546,2706624,351,66383,709,2308403,706,988944,4475,293838169,1816,4141344,461,1257472,3648,890815,206,379499,3607,3339500,104,36230,47,47217,63,152205,2708,494034,2681,714155,4326,12835641,399,7633644,624,5440089,22,117199,454,10211153,187,488081,33,1031247,10,200291,29,350723,164,1368735,161,331796,213,3709469,276,2902689,163,259982,153,56990,149,73715,667,8351003,578,5003627,315,556214,674,5085141,197,901155,480,-3195134,677,-2293979,296,604052,41,201856,60,760207,292,619010,197,18762316,185,13060782,204,5340880,157,1267432,154,378587,58,37881,2904,939247,448,192961,155,627089
5710,1069,1069,70689391,1069,14819260,1026,1028311,33,34705,1069,15063401,25,79815,1009,67071979,207,457190,19,145427,25,161110,52,200540,26,187314,14,138569,15,423197,649,443874,96,9309,172,642737,172,275411,1069,74408118,518,1337251,117,541086,911,227822,61,100921,886,1004673,34,12218,9,31393,14,29272,644,94516,667,178890,1024,3702694,84,1580635,170,1267980,26,-1382,101,3053336,40,35305,3,56678,5,35238,15,158417,37,279024,36,64473,59,614110,84,839089,34,73804,32,63241,35,35161,166,1852014,149,1231238,86,139879,168,1136793,41,130238,127,-786134,168,-655896,85,55365,10,25920,7,32298,64,112112,55,2727482,59,1721906,61,866484,43,150903,22,47908,14,7311,662,209994,83,37332,39,58552
5720,98,98,6687406,98,1415205,96,98921,2,2636,98,1398281,4,10538,90,5807054,8,21407,0,0,0,0,4,7244,1,8287,0,0,3,95170,63,68880,17,6756,22,146877,22,62941,98,7018518,37,107461,16,30982,81,30118,9,13730,65,65155,4,1898,1,20,5,177,51,19486,49,17087,96,331112,3,46844,6,23993,7,432182,12,239349,4,3813,4,105347,0,0,2,32486,4,10930,4,3075,6,86553,7,21563,5,2472,5,2472,4,313,27,232284,20,101986,8,12360,27,150756,8,48493,20,-81311,28,-32818,7,1543,1,6745,0,0,7,44998,4,59072,5,31499,5,-4447,3,5618,2,7667,0,0,59,17526,14,5961,1,14
5722,153,153,10811523,153,2355817,150,158023,18,22694,153,2315989,1,267,141,10545759,24,131536,1,37729,0,0,14,85661,4,47113,1,7976,2,26520,63,26206,6,2549,24,59474,24,26032,153,11218965,59,157010,9,50860,113,23254,11,9880,113,80979,3,870,0,0,1,1997,54,28503,105,40984,146,407442,6,85666,11,67308,0,0,6,94609,1,6490,2,86071,0,0,1,11387,2,4545,2,228,2,61369,4,53883,2,2232,2,2232,1,600,37,539200,30,363314,20,56164,39,319203,11,71519,28,-271000,39,-199481,5,42185,0,0,0,0,9,13105,8,1116548,9,963944,9,152604,8,17458,2,1681,2,1165,83,26853,13,6072,1,2641
5723,614,614,34800919,614,6456384,591,497104,19,25169,614,6033473,24,83433,539,30372545,102,275846,9,110961,6,119352,36,157935,11,87212,1,7463,3,99985,336,425591,36,2816,44,209721,44,89861,614,36115878,126,304200,40,91213,382,104339,30,32282,341,360165,5,803,6,702,2,38,157,111208,313,110359,547,1313959,69,1202052,44,326781,2,-10538,83,2573034,8,1378,3,118168,3,22338,22,271923,19,479940,19,143572,22,880547,29,467011,10,51494,7,420,8,6893,95,1231068,76,713595,23,49537,96,739350,39,243667,58,-515081,97,-271414,41,53435,7,12461,9,161557,26,37093,47,2768118,51,2047859,54,572816,34,60552,4,9649,1,49,447,145360,84,35455,17,61039
5724,54,54,3887720,54,884220,53,56718,3,4221,54,864603,4,19918,38,2243755,11,71097,1,2678,2,49867,2,13565,2,15666,0,0,2,63355,34,19008,2,21038,3,2097,3,899,54,3978445,9,18459,9,27763,26,5815,1,891,20,21413,0,0,1,127,0,0,9,6279,19,8990,39,90725,2,36862,3,25462,2,4364,10,514964,1,84,1,61085,0,0,3,15991,1,230971,1,83150,1,461942,5,388099,0,0,0,0,0,0,11,267294,9,117105,4,16491,11,112285,6,54500,5,-33087,11,21413,3,2973,0,0,0,0,1,988,9,3602941,9,2979282,9,623659,6,194084,1,1716,1,106,32,11113,11,4215,3,11137
5725,2278,2278,229124108,2278,59737162,2236,3360974,225,266830,2278,60133427,97,589323,2246,230531837,409,2064697,26,411346,31,410768,86,412746,5,39154,6,39078,4,53181,1209,771147,142,73592,655,1362440,654,583234,2278,236250150,869,2134559,214,425324,1845,427760,176,436294,1775,1811890,60,29655,43,59896,47,136750,948,415879,1581,641327,2228,7108843,90,1018846,204,1183692,16,-467385,123,966390,73,59637,7,179814,7,285243,14,120650,83,406065,83,101694,129,1012802,165,1717496,72,55025,69,24530,61,2082,678,9425704,681,8009195,345,1001053,706,6444220,68,246706,638,-6275470,706,-6028764,90,68628,10,22252,1,4400,251,579130,66,3330998,67,2054330,67,1244459,44,337808,5,5785,25,15827,737,233217,47,22416,51,98215
5731,269,269,21842988,269,5130876,260,320315,14,18315,269,5099959,6,29296,265,22121553,73,100017,2,40207,3,15704,4,15207,3,30985,7,62050,0,0,166,146676,22,2481,43,40636,43,17408,269,22479178,71,143051,24,16500,222,52890,12,28571,219,189345,13,3408,5,1357,3,5421,152,24672,170,103462,256,636190,4,67811,69,860757,7,160181,27,100815,17,17768,0,0,1,9135,2,106455,23,131151,23,37347,24,291577,28,301223,18,8928,18,8928,17,529,85,1131333,78,729821,45,104183,86,842973,16,86031,70,-631675,86,-545644,14,23045,1,12760,2,28000,18,39131,14,603198,14,619590,15,-113276,8,9545,1,3421,3,782,110,37772,11,4885,3,3091
5732,54,54,2823568,54,495732,54,41433,3,3541,54,441841,0,0,46,2284226,7,6709,0,0,0,0,6,46614,1,4333,0,0,0,0,27,18909,3,817,6,4943,6,2115,54,2928999,12,38174,3,1272,37,9514,1,220,25,13745,0,0,1,36,2,12,30,3801,36,13835,52,105431,5,99352,6,35205,8,276694,7,195313,0,0,0,0,0,0,2,19649,2,36,2,8,2,54,0,0,0,0,0,0,0,0,9,88044,7,54532,4,3488,9,45398,2,10817,7,-26191,9,-15374,10,2985,0,0,2,10000,7,14822,3,70531,3,64161,3,-3203,1,249,0,0,0,0,43,13792,7,3009,1,18734
5733,38,38,2130653,38,387425,38,30929,0,0,38,353376,4,15409,30,1496323,6,7561,0,0,0,0,1,7968,2,20901,1,9668,0,0,18,22354,4,529,7,1900,7,811,38,2216125,9,27266,2,506,26,8055,2,1363,19,16554,0,0,0,0,0,0,12,16356,21,7948,34,85472,1,30000,2,40236,6,486566,7,266935,4,59363,1,26256,0,0,0,0,1,10198,1,2448,1,10198,2,689,1,310,1,310,1,7,4,41006,3,13664,0,0,4,21140,1,15937,3,-9735,4,6202,4,62,0,0,0,0,3,7424,4,103705,5,52124,5,51581,4,5665,1,1450,0,0,30,8608,3,1015,0,0
5734,59,59,2864573,59,456236,55,38994,1,971,59,400503,3,8248,58,2844396,3,2513,0,0,0,0,8,51005,2,27419,0,0,0,0,11,7240,2,88,5,919,5,392,59,2972122,13,45734,2,400,38,12430,0,0,37,36093,0,0,1,490,0,0,10,1707,37,10693,57,107549,1,16339,1,8724,3,-59960,3,100395,1,127,0,0,0,0,2,7033,0,0,0,0,1,142,2,107270,1,54,1,54,1,11,7,104193,7,75613,4,11622,7,56411,0,0,7,-39453,7,-39453,2,43,0,0,0,0,1,2,3,37975,3,7937,5,30038,3,8949,0,0,0,0,48,17610,3,1500,0,0
7000,6557,6557,470032930,6555,106987170,6343,6804811,104,127199,6557,109412624,532,1980483,5716,361916000,950,4830303,109,1975542,90,1539393,473,2284413,119,846495,123,1143080,333,11118474,4018,7040503,586,613170,1885,17487238,1879,7490086,6557,489160732,1535,2776898,772,1019719,2832,668149,382,764887,4136,5030651,163,58267,170,208938,210,686475,3102,1736027,3280,970153,5930,18272805,801,15157960,1090,10224181,22,-68383,966,28527402,476,3206052,53,843327,12,781468,97,891258,327,3648772,325,932056,484,9136930,662,9412551,448,4537293,404,2775259,381,586508,1099,19911894,907,9807308,424,842072,1101,9574763,446,3840838,661,-4155007,1107,-314169,466,603209,87,460924,154,2816727,518,1469800,705,78691045,690,50078197,722,27803110,550,7887353,350,918335,161,114907,3973,1267131,501,206968,183,980909
7004,3347,3347,261133260,3346,63213078,3198,3773355,53,55407,3347,64598194,246,877936,2750,178888872,461,2968380,56,749987,46,619748,203,964235,67,528078,82,990622,187,6644089,2173,5795589,376,680770,1060,13053088,1054,5588564,3347,273061278,715,1366804,357,484853,1242,289116,213,374455,1983,2379619,76,29075,100,518715,126,540218,1546,2549577,1743,700711,2990,11832608,382,7619697,540,5508090,28,87306,702,23487729,362,3467788,35,616278,7,254552,63,978384,273,5436644,271,1494130,429,13573424,444,16542886,356,1997521,327,1093282,293,287304,610,12951616,465,5860828,201,520985,609,6170413,298,2835526,318,-2436136,616,399390,238,423596,52,143540,81,1834855,242,707750,408,55567304,410,34287924,432,20257375,337,6181310,220,656843,100,130472,1959,636345,301,129125,82,351974
7005,5782,5782,516742768,5782,136002978,5478,7452749,74,86606,5782,138846067,288,1087125,4407,311476519,771,7424224,76,1242806,77,1580973,322,1657778,164,1106990,142,2115753,425,14940405,3984,13748637,947,2549981,2267,37503667,2258,16045839,5782,539253032,1229,2870493,532,1080442,1877,453029,314,564910,3012,4139591,153,58718,253,810932,346,1861165,2605,2784846,2831,1325518,5077,22286584,547,10413477,1031,12074115,73,1468612,1579,55792297,736,5553114,52,1335353,12,238820,77,1018001,610,24884757,606,9431879,911,46239858,927,21832788,706,3899900,606,990453,542,563392,1256,28757697,936,13237849,494,1321634,1255,13607492,602,6830130,663,-6239408,1265,590722,511,1029195,96,685687,199,4351766,489,1657581,557,99853986,539,66274978,576,32987652,445,11099641,465,1432298,188,206169,3224,1052915,572,236100,142,611857
7007,1374,1374,104600010,1373,24396277,1325,1521960,21,29487,1374,24713615,62,192787,1178,81407606,211,985991,30,618052,22,704347,60,327658,29,188322,31,277510,89,2849759,859,1759190,169,102321,463,2796756,462,1198476,1374,108963056,360,799888,173,271944,558,135975,73,128529,852,1022698,42,15203,44,76628,48,207874,677,549612,689,212410,1234,4363039,138,2274356,283,2833993,8,470187,228,4832336,107,576148,19,413689,1,9903,18,101267,79,1963766,78,642013,119,4163069,165,3514513,118,954159,106,64434,98,310656,216,3371066,165,1718213,104,239595,218,1712983,97,646966,121,-946691,218,-299725,94,43145,17,15411,37,642876,105,231961,136,14131664,133,7483945,142,6631404,117,1870652,94,245925,42,33602,760,238771,118,49066,47,237669
7008,5418,5418,351670514,5417,73491752,5236,5102060,48,61441,5418,75345605,367,1251377,4837,292330951,785,3031923,82,1305636,93,1407613,306,1378815,128,802483,120,1214637,245,7623787,3192,4796959,495,294056,1584,5748804,1576,2461322,5418,364450519,1400,2475264,514,623267,2716,632529,283,415830,3521,3627110,107,35291,170,123120,149,849586,2618,1029510,2739,678389,4943,12722566,626,11917394,926,8037310,12,-110992,713,15597989,351,1336253,47,959680,5,89660,69,1458373,279,3282610,278,967323,394,8701012,483,7899827,321,705927,291,270070,274,51080,758,12979920,633,6642967,271,635775,760,6053959,320,2509597,442,-2862378,762,-352781,281,576980,63,342644,81,1244437,384,951841,477,43288404,476,25629239,494,16504030,389,4541008,285,677717,122,66422,3461,1100229,466,191270,154,907409
7009,4803,4803,255152323,4802,45205023,4509,3587905,25,33073,4803,46363010,255,848996,4389,225847140,784,1638596,83,765709,70,584503,435,2049898,144,1138292,80,572233,132,3609900,2327,2564666,225,59794,1041,4228904,1040,1812012,4803,263818770,1345,2509826,396,387893,3106,790414,252,301998,3136,2696467,85,21495,80,36121,40,94867,2039,509445,2594,429935,4438,8643791,493,9495382,539,3542916,4,4757,374,6829260,163,373931,49,1200376,3,31467,44,233437,122,695979,121,140886,165,1802856,247,2703686,136,254570,121,33614,116,4681,496,7222494,426,4022910,184,373431,503,3536274,194,1143804,312,-1853925,506,-710121,182,104723,36,42479,64,504543,221,358867,375,27388351,371,18089619,382,8923497,309,1476674,138,255901,97,56372,3761,1237821,434,187439,130,388222
7010,5559,5559,285598642,5559,48378192,5160,3977179,31,41752,5559,49119278,174,552339,5110,256367974,985,1641679,95,646166,81,421636,475,2233607,207,1657993,92,703072,161,4746562,2436,2443660,293,97397,1170,2223030,1165,951388,5559,294964888,1567,2720280,411,481686,3905,1002827,274,295987,3677,2815452,69,25660,97,38112,49,102567,2401,526230,3127,480902,5202,9292045,502,10207713,624,4215061,6,216972,380,7016199,150,271756,54,1084507,2,50178,46,216867,132,817078,129,140240,173,2000282,270,3566591,128,966831,119,323862,111,305621,489,6460358,428,3527196,163,274042,491,3036500,194,1125350,301,-1502730,495,-377380,176,113279,34,192725,41,386083,234,398209,363,27197311,362,18455196,375,8838592,308,1440987,189,384964,90,59420,4438,1460274,582,253664,154,376042
7011,5464,5464,285535965,5464,49033762,5145,4006438,33,40054,5464,50024799,158,477825,5073,260281633,1063,1981197,107,970358,82,987162,409,1861278,195,1538597,78,647467,158,4539470,2314,2282738,270,104397,1165,1723464,1163,737938,5464,295353612,1638,3032658,428,501001,3977,1029185,268,244156,3748,3015871,90,23415,99,22668,47,81574,2382,493674,3166,532732,5191,9776772,452,8893705,537,3370598,15,43801,359,7014621,123,361201,49,1327439,4,14590,28,195838,118,757879,116,165461,172,2380669,266,2664415,127,358449,115,100240,99,18446,471,5914190,418,3499979,172,346605,470,2724076,166,1010476,309,-1666946,475,-656470,165,61967,32,135756,41,453365,233,327470,278,17964490,275,11225942,283,6688288,235,1085793,170,378900,75,43633,4307,1405812,500,212340,154,586341
7012,354,354,19867571,354,3605826,339,284295,6,6583,354,3744933,16,68265,325,17994380,64,164202,7,91204,5,28681,16,67864,6,52557,4,23679,8,274052,157,124418,34,3650,87,101458,87,43434,354,20672261,103,221530,37,42901,235,57275,15,25710,252,253274,11,2142,4,10730,6,13931,136,37738,203,27946,331,802166,34,697682,51,330371,1,3167,32,447960,14,53115,6,71345,0,0,3,37568,8,5441,8,650,12,51833,26,229687,5,4482,4,688,5,227,38,448061,32,283242,10,18500,38,226222,14,69338,24,-149241,38,-79903,9,45813,1,7568,4,63788,21,45201,32,2208176,31,1094950,32,1078073,27,219890,7,15396,4,1738,252,76052,33,14392,12,26809
7015,4518,4518,279971357,4518,56062715,4346,4021620,32,33798,4518,56696429,241,837904,3897,229288862,705,2116045,82,770276,83,1522413,206,877299,194,1426929,125,1150325,336,10641138,2619,4444766,416,295542,1387,5623239,1383,2407275,4518,290382396,1284,2315630,444,581036,2422,565088,220,268483,2870,2884991,98,23762,134,171870,110,328207,2286,772034,2400,554339,4236,10346351,476,9020739,754,6511259,14,64508,593,12981991,282,1492254,33,562317,1,10056,60,260234,230,2302875,229,525130,335,5474547,411,5150794,266,1027345,242,495284,224,165484,613,8847519,515,5042867,235,522695,613,4483729,207,1534432,410,-2736204,617,-1201772,220,635030,44,194958,78,1258633,338,611869,349,25864909,342,14630568,362,11000362,293,2403403,374,912825,145,156459,2975,935817,467,193125,143,659029
7016,701,701,32745921,701,5033502,643,443769,2,1942,701,5109188,14,39427,655,30229427,158,211382,16,93855,14,37205,78,335172,33,216655,8,53653,13,316906,221,164189,21,1272,109,26384,107,11176,701,33845671,210,406052,44,37371,555,145874,22,13415,492,345015,6,2022,2,188,2,500,279,37778,385,63504,659,1097481,64,1338810,34,133645,1,-2978,31,613760,11,41240,7,260682,1,15388,4,15029,15,74210,15,21612,16,140111,20,59766,5,1463,5,1463,5,412,40,375625,37,269296,15,27533,41,212251,8,20009,33,-153464,41,-133455,13,20848,1,528,3,14499,30,31233,37,2772997,37,1617782,36,1055602,32,170337,11,25442,6,6152,612,207882,45,18499,23,46804
7017,2436,2436,140359600,2436,26210586,2358,2030270,15,17923,2436,27073461,66,180956,2223,123735740,473,1110943,39,484823,39,546095,93,325104,51,371560,47,343698,72,2190713,1229,1150677,160,33182,610,1928702,609,826205,2436,145921674,777,1646765,206,266400,1688,412045,110,144489,1618,1497437,50,15143,31,22808,29,167964,1003,223114,1388,264305,2281,5497573,220,4260814,345,2296666,25,159100,280,6872920,109,365590,14,359898,9,139033,24,132253,78,897680,78,218857,105,2006260,166,2077817,83,157540,80,92869,73,24723,333,4646116,292,2567235,147,301461,333,2253850,117,738746,218,-1215176,335,-476430,104,209504,19,26893,38,451957,162,384478,167,13300835,169,9484283,173,3669507,124,631156,76,149217,53,34046,1722,550358,217,91722,71,201966
7018,8880,8880,555557449,8880,112702507,8539,7990508,49,46359,8880,114968451,404,1331153,7732,453667630,1415,4807070,190,2176539,149,2050249,453,1974249,360,2639177,203,1615931,549,17771876,5022,8592760,764,355921,2671,11838043,2657,5056182,8880,576604513,2611,4996528,793,1176969,4929,1159561,424,505194,5664,5423365,211,60451,260,380422,222,926933,4360,1699547,4680,1030355,8246,21001727,837,15476286,1429,12370385,32,381414,1178,30004670,553,3458928,63,1665427,6,6758,111,958427,455,7093964,447,2102011,647,18618448,790,13051110,526,766931,469,284262,418,86302,1322,20894626,1115,11116127,497,1124722,1325,10259548,491,3573938,837,-5179709,1328,-1605771,389,394968,77,691160,139,2445949,601,1152206,659,56388896,647,34545073,672,21134619,530,4734754,611,1521488,240,164649,5974,1891229,922,392014,284,914606
7019,1771,1771,88307446,1771,14521473,1655,1230484,8,8900,1771,14913640,60,175041,1685,82711240,375,693894,50,198934,30,148398,174,814078,61,462368,16,91177,24,650133,676,517700,48,4954,291,276426,289,118160,1771,91728221,586,1182375,125,193897,1353,349824,75,82280,1221,966412,28,7033,10,525,7,7076,819,180192,977,146655,1658,3420763,135,2660518,166,826077,3,-26970,75,1657687,32,134362,16,357238,1,705,11,122705,32,163384,32,34654,39,694199,54,625268,22,3877,21,1902,20,268,109,1250470,99,837138,33,80087,109,609399,30,129255,79,-405409,109,-276154,46,38472,8,83593,9,172695,70,130488,94,5594124,92,3053809,94,2423364,73,412551,25,40760,24,13480,1439,481763,169,74941,61,97107
